date,day_of_week,week_start,month,is_weekend,user_id,income_inr,total_expenses_inr,net_cash_flow_inr,daily_budget_inr,budget_variance_inr,cash_balance_inr,debt_balance_inr,essential_expenses_inr,discretionary_expenses_inr,financial_risk_score,finance_compliance_status,study_hours,focus_rating,focus_score,tasks_planned,tasks_completed,learning_risk_score,habit_completion_rate,average_habit_streak,sleep_hours,steps,water_liters,mood_score,stress_score,screen_time_hours,goal_progress_score,compliance_score,overall_risk_score,risk_level,active_alerts,productivity_score
2026-03-11,Wednesday,2026-03-09,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2100,-2100,269019,124000,0,0,42,COMPLIANT,1.5,5,96,3,3,8,0.75,6,7.7,6590,1.7,3.5,1.6,4.8,68,90,25,LOW,0,91
2026-03-12,Thursday,2026-03-09,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1019,-1019,2100,-1081,268000,124000,1019,0,43,COMPLIANT,2.2,3,66,3,2,34,1,6.7,7,10772,2.1,3.1,2.6,5.8,73,89,29,LOW,0,76
2026-03-13,Friday,2026-03-09,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,925,-925,2100,-1175,267075,124000,925,0,43,COMPLIANT,3,3,68,3,2,32,1,7.3,6.8,9980,2.2,3.4,1.9,4.5,80,90,28,LOW,0,77
2026-03-14,Saturday,2026-03-09,2026-03,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2600,-2600,267075,124000,0,0,43,COMPLIANT,0,,,0,0,62,0.75,7.5,7.7,4401,1.7,3.4,2.4,5.9,81,79,41,MEDIUM,0,53
2026-03-15,Sunday,2026-03-09,2026-03,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,465,-465,2600,-2135,266610,124000,465,0,43,COMPLIANT,1.5,5,93,4,4,11,0.4,1,7.1,7187,2,4.3,1.7,5.7,66,82,32,LOW,1,79
2026-03-16,Monday,2026-03-16,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1186,-1186,2100,-914,265424,124000,1186,0,44,COMPLIANT,2.3,4,79,5,4,21,0.5,1.3,7.2,5454,2,4.2,2.2,5.1,46,83,33,LOW,0,71
2026-03-17,Tuesday,2026-03-16,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,128,-128,2100,-1972,265296,124000,128,0,44,COMPLIANT,2.6,4,82,2,2,18,0.75,1.7,7,11055,2,3.7,1.6,5.9,68,88,28,LOW,0,84
2026-03-18,Wednesday,2026-03-16,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,8408,400,8008,2100,-1700,273304,124000,400,0,42,COMPLIANT,2.5,4,82,5,5,18,0.75,1.2,7.3,4437,1.9,4.3,1.9,5.4,71,88,28,LOW,0,84
2026-03-19,Thursday,2026-03-16,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1017,-1017,2100,-1083,272287,124000,1017,0,43,COMPLIANT,0,,,0,0,62,0.75,1.3,7.1,10492,2.1,4.3,2.2,4.7,58,79,41,MEDIUM,0,53
2026-03-20,Friday,2026-03-16,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1334,-1334,2100,-766,270953,124000,1334,0,43,COMPLIANT,1.8,4,77,6,5,25,0.5,1.2,6.7,7131,1.9,3.8,1.6,4.5,76,82,34,LOW,0,70
2026-03-21,Saturday,2026-03-16,2026-03,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,851,-851,2600,-1749,270102,124000,0,851,44,COMPLIANT,0,,,0,0,62,0.5,1,7.9,8025,1.7,4.1,1.4,5.7,81,74,46,MEDIUM,0,45
2026-03-22,Sunday,2026-03-16,2026-03,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2600,-2600,270102,124000,0,0,44,COMPLIANT,3.1,4,84,4,4,16,0.8,1.2,7.9,7128,2.1,3.5,2.1,6.3,84,89,27,LOW,0,87
2026-03-23,Monday,2026-03-23,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1180,-1180,2100,-920,268922,124000,1180,0,44,COMPLIANT,2.9,4,85,2,2,15,1,1.8,6.6,8104,2,3.4,2.4,5.2,65,92,24,LOW,0,93
2026-03-24,Tuesday,2026-03-23,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,94,-94,2100,-2006,268828,124000,94,0,44,COMPLIANT,2,4,80,2,2,20,0.75,2,7.1,10609,2.1,3.7,2.3,4.8,72,87,29,LOW,0,84
2026-03-25,Wednesday,2026-03-23,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,247,-247,2100,-1853,268581,124000,247,0,44,COMPLIANT,3.1,4,83,3,3,17,0.75,2.5,7.5,4801,2,4.5,1.6,4.8,76,88,28,LOW,0,85
2026-03-26,Thursday,2026-03-23,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1976,-1976,2100,-124,266605,124000,1976,0,45,COMPLIANT,0,,,0,0,62,0.75,2.5,6.7,6715,2,4.2,1.7,5.5,75,79,42,MEDIUM,0,53
2026-03-27,Friday,2026-03-23,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,394,-394,2100,-1706,266211,124000,394,0,46,COMPLIANT,0,,,0,0,62,0.75,2.7,7.5,10972,2.1,4.4,1.9,4.7,79,79,42,MEDIUM,0,53
2026-03-28,Saturday,2026-03-23,2026-03,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2600,-2600,266211,124000,0,0,46,COMPLIANT,0,,,0,0,62,0.5,2,7.8,10051,1.8,4,2.7,6.3,83,73,47,MEDIUM,0,45
2026-03-29,Sunday,2026-03-23,2026-03,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,933,-933,2600,-1667,265278,124000,933,0,46,COMPLIANT,2,4,82,5,5,18,1,2.8,7.6,4233,2,3.7,2.7,6.7,85,91,26,LOW,0,92
2026-03-30,Monday,2026-03-30,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,383,-383,2100,-1717,264895,124000,383,0,46,COMPLIANT,0,,,0,0,62,0.5,1.3,6.9,8434,1.6,4.2,2.2,4.7,46,73,47,MEDIUM,0,45
2026-03-31,Tuesday,2026-03-30,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,402,-402,2100,-1698,264493,124000,402,0,46,COMPLIANT,2.4,4,81,3,3,19,0.75,1.5,7.4,8560,1.7,4.3,2,5.1,69,87,30,LOW,0,84
2026-04-01,Wednesday,2026-03-30,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,88000,147,87853,2100,-1953,352346,124000,147,0,20,COMPLIANT,3,4,83,5,5,17,0.75,1.8,6.5,3875,1.7,3.7,2.2,4.9,55,94,18,LOW,0,85
2026-04-02,Thursday,2026-03-30,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,22229,-22229,2100,20129,330117,124000,22229,0,41,COMPLIANT,1.3,3,61,5,4,45,0.75,2,7,11100,2.1,3.9,1.7,5,77,83,35,LOW,1,70
2026-04-03,Friday,2026-03-30,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1259,-1259,2100,-841,328858,124000,1259,0,32,COMPLIANT,1.8,4,77,5,4,25,0.5,1.5,7.6,6991,1.9,4.1,2.4,5.5,80,85,30,LOW,0,70
2026-04-04,Saturday,2026-03-30,2026-04,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,3729,-3729,2600,1129,325129,124000,0,3729,34,COMPLIANT,0,,,0,0,62,0.5,1.3,7.1,11219,1.9,4.1,2.3,5.5,83,77,42,MEDIUM,0,45
2026-04-05,Sunday,2026-03-30,2026-04,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,4188,-4188,2600,1588,320941,124000,4188,0,36,COMPLIANT,0,,,0,0,62,1,2.2,7.7,7053,2.3,4.3,1.7,5.5,83,85,35,LOW,0,60
2026-04-06,Monday,2026-04-06,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,342,-342,2100,-1758,320599,124000,342,0,36,COMPLIANT,2.3,3,64,4,3,36,0.75,2.5,7.1,4737,1.9,3.6,2.5,4.7,62,87,30,LOW,0,70
2026-04-07,Tuesday,2026-04-06,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1066,-1066,2100,-1034,319533,124000,1066,0,37,COMPLIANT,1.7,4,81,4,4,21,1,3.2,7.5,11288,2.2,3.5,2.6,4.9,68,93,23,LOW,0,91
2026-04-08,Wednesday,2026-04-06,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1100,-1100,2100,-1000,318433,124000,301,799,37,COMPLIANT,1.8,4,79,4,4,23,0.75,3.2,6.5,7248,1.8,4,2,5.4,67,88,27,LOW,0,83
2026-04-09,Thursday,2026-04-06,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,257,-257,2100,-1843,318176,124000,257,0,38,COMPLIANT,2.7,3,63,6,5,37,0.5,3.3,7,6408,1.9,3.8,2.5,4.9,73,81,36,LOW,0,64
2026-04-10,Friday,2026-04-06,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,9097,-9097,2100,6997,309079,116000,8000,1097,52,COMPLIANT,3.2,3,69,5,4,31,1,4,7.2,9271,2.2,3.6,3,6,82,87,32,LOW,1,81
2026-04-11,Saturday,2026-04-06,2026-04,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2600,-2600,309079,116000,0,0,42,COMPLIANT,0,,,0,0,62,1,4.7,7.7,10977,1.8,3.8,3.1,5.9,85,84,37,LOW,0,60
2026-04-12,Sunday,2026-04-06,2026-04,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,3684,-3684,2600,1084,305395,116000,1080,2604,44,COMPLIANT,3.2,4,84,6,6,16,0.8,4.2,7.7,6325,2.2,4.1,2,5.5,88,89,27,LOW,0,87
2026-04-13,Monday,2026-04-13,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,269,-269,2100,-1831,305126,116000,269,0,44,COMPLIANT,3.1,4,85,6,6,15,1,4.8,7.5,9672,2.1,4.4,1.8,4.5,68,92,24,LOW,0,93
2026-04-14,Tuesday,2026-04-13,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,272,-272,2100,-1828,304854,116000,272,0,44,COMPLIANT,0,,,0,0,62,1,5.5,6.9,9719,1.9,3.7,3,6.1,71,83,38,MEDIUM,0,60
2026-04-15,Wednesday,2026-04-13,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,199,-199,2100,-1901,304655,116000,199,0,44,COMPLIANT,0,,,0,0,62,0.25,2.3,7.4,7106,1.7,3.7,2.6,6.1,55,70,50,MEDIUM,1,38
2026-04-16,Thursday,2026-04-13,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,301,-301,2100,-1799,304354,116000,301,0,45,COMPLIANT,2.9,4,81,3,3,19,0.5,2,6.6,6486,1.7,3.9,2.1,5.7,57,83,33,LOW,0,76
2026-04-17,Friday,2026-04-13,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1154,-1154,2100,-946,303200,116000,1154,0,45,COMPLIANT,3,3,64,4,3,36,0.5,2.2,6.9,6749,1.7,3.9,3,5.2,76,79,38,MEDIUM,0,63
2026-04-18,Saturday,2026-04-13,2026-04,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2600,-2600,303200,116000,0,0,45,COMPLIANT,0,,,0,0,62,1,2.8,8,10827,2.2,3.3,3,6.1,82,83,38,MEDIUM,0,60
2026-04-19,Sunday,2026-04-13,2026-04,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2600,-2600,303200,116000,0,0,45,COMPLIANT,0,,,0,0,62,1,3.7,7.4,3824,2.2,3.7,2.9,5.6,82,83,38,MEDIUM,0,60
2026-04-20,Monday,2026-04-20,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2100,-2100,303200,116000,0,0,45,COMPLIANT,1.8,4,81,6,5,21,1,4.3,7.1,8034,1.7,3.3,2.4,5,66,91,26,LOW,0,87
2026-04-21,Tuesday,2026-04-20,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2038,-2038,2100,-62,301162,116000,2038,0,46,COMPLIANT,1.5,5,96,2,2,8,0.75,4.5,7.6,6798,1.9,4.3,2.4,5.5,68,89,26,LOW,0,91
2026-04-22,Wednesday,2026-04-20,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,325,-325,2100,-1775,300837,116000,325,0,46,COMPLIANT,3.1,4,81,2,2,19,0.5,2.7,7.5,5265,1.9,4.1,3.1,5.7,72,82,34,LOW,0,76
2026-04-23,Thursday,2026-04-20,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2490,-2490,2100,390,298347,116000,2490,0,48,COMPLIANT,2.3,4,77,5,4,23,0.25,2,6.7,4912,1.6,3.3,3.1,5.4,74,76,40,MEDIUM,1,62
2026-04-24,Friday,2026-04-20,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1568,-1568,2100,-532,296779,116000,350,1218,48,COMPLIANT,1.2,4,80,5,4,26,1,2.7,7.2,11335,2.2,4,2.6,5.9,79,89,29,LOW,0,86
2026-04-25,Saturday,2026-04-20,2026-04,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,422,-422,2600,-2178,296357,116000,0,422,49,COMPLIANT,0,,,0,0,62,0.5,2.7,8,8870,1.7,4.5,2.1,5.5,83,73,48,MEDIUM,0,45
2026-04-26,Sunday,2026-04-20,2026-04,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2326,-2326,2600,-274,294031,116000,0,2326,50,COMPLIANT,1.3,4,77,3,3,29,0.6,3.2,7.3,5678,1.7,4,3.1,7,84,80,38,MEDIUM,0,78
2026-04-27,Monday,2026-04-27,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1297,-1297,2100,-803,292734,116000,1297,0,51,COMPLIANT,1.7,4,79,5,4,23,0.75,3.7,6.5,9449,2,3.2,2.5,5.2,65,85,33,LOW,0,78
2026-04-28,Tuesday,2026-04-27,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,597,-597,2100,-1503,292137,116000,597,0,51,COMPLIANT,1.7,4,77,3,3,25,0.5,3.2,7.5,4308,1.8,4,2.5,4.7,68,79,38,MEDIUM,0,75
2026-04-29,Wednesday,2026-04-27,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1364,-1364,2100,-736,290773,116000,1364,0,52,COMPLIANT,2.6,3,63,4,3,37,0.5,3.5,7.5,5471,1.8,3.6,2.8,4.9,72,77,42,MEDIUM,0,62
2026-04-30,Thursday,2026-04-27,2026-04,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,846,-846,2100,-1254,289927,116000,846,0,52,COMPLIANT,2.9,4,83,2,2,17,0.75,4,7,8273,1.7,3.7,2.3,4.9,78,86,31,LOW,0,85
2026-05-01,Friday,2026-04-27,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,88000,223,87777,2100,-1877,377704,116000,223,0,20,COMPLIANT,1.3,4,78,2,2,28,0.75,4.5,7.2,8697,1.9,3.9,3.3,5.9,83,92,22,LOW,0,83
2026-05-02,Saturday,2026-04-27,2026-05,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,24243,-24243,2600,21643,353461,116000,22653,1590,43,COMPLIANT,0,,,0,0,62,0.75,5,7.4,10837,1.8,4.2,2.2,5.4,87,79,41,MEDIUM,1,53
2026-05-03,Sunday,2026-04-27,2026-05,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1157,-1157,2600,-1443,352304,116000,721,436,33,COMPLIANT,2.3,4,81,3,3,19,0.8,3,7.8,5092,1.8,3.5,3.1,6.2,73,91,23,LOW,0,85
2026-05-04,Monday,2026-05-04,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,331,-331,2100,-1769,351973,116000,331,0,33,COMPLIANT,0,,,0,0,62,0.5,2.3,7.7,8647,1.6,4.1,2.5,6,48,77,41,MEDIUM,0,45
2026-05-05,Tuesday,2026-05-04,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,3109,-3109,2100,1009,348864,116000,3109,0,35,COMPLIANT,3,4,85,5,5,15,1,3,7,8925,1.9,3.4,2.2,4.8,71,95,20,LOW,0,93
2026-05-06,Wednesday,2026-05-04,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1127,-1127,2100,-973,347737,116000,1127,0,35,COMPLIANT,2.5,4,82,2,2,18,0.75,3,6.9,7040,1.6,3,3.1,5.9,74,90,25,LOW,0,84
2026-05-07,Thursday,2026-05-04,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2610,-2610,2100,510,345127,116000,1662,948,37,COMPLIANT,2.8,4,80,5,4,20,0.5,2.7,6.8,9298,2.1,3.3,3,5.8,63,85,30,LOW,0,71
2026-05-08,Friday,2026-05-04,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1541,-1541,2100,-559,343586,116000,742,799,38,COMPLIANT,0,,,0,0,62,0.5,2.8,6.5,10380,1.6,3.3,2.9,5.4,83,76,43,MEDIUM,0,45
2026-05-09,Saturday,2026-05-04,2026-05,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1457,-1457,2600,-1143,342129,116000,625,832,38,COMPLIANT,1.5,4,79,5,4,25,0.75,3.3,7,9170,2,3.2,3.6,5.7,89,87,29,LOW,0,78
2026-05-10,Sunday,2026-05-04,2026-05,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,8475,-8475,2600,5875,333654,108000,8475,0,53,COMPLIANT,0,,,0,0,77,1,4.2,7.3,6611,1.8,3,3.6,5.9,91,77,47,MEDIUM,1,60
2026-05-11,Monday,2026-05-11,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,654,-654,2100,-1446,333000,108000,654,0,43,COMPLIANT,1.5,3,62,5,4,42,0.75,4.5,7.2,9930,1.9,4,3.3,5.2,68,83,36,LOW,0,70
2026-05-12,Tuesday,2026-05-11,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2243,-2243,2100,143,330757,108000,337,1906,44,COMPLIANT,2,4,80,2,2,20,0.75,5,7.2,11479,1.6,3.2,3.1,5.5,73,87,29,LOW,0,84
2026-05-13,Wednesday,2026-05-11,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,955,-955,2100,-1145,329802,108000,955,0,45,COMPLIANT,0,,,0,0,77,0.75,4.7,6.9,5186,1.6,3.4,3.7,5.8,56,75,48,MEDIUM,1,53
2026-05-14,Thursday,2026-05-11,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,897,-897,2100,-1203,328905,108000,897,0,45,COMPLIANT,0,,,0,0,77,0.25,2.2,7.5,4822,2,3.8,3,5.7,73,66,55,MEDIUM,1,38
2026-05-15,Friday,2026-05-11,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,309,-309,2100,-1791,328596,108000,309,0,45,COMPLIANT,2.1,4,82,6,5,18,1,2.8,6.6,10688,2.1,3,3,5,78,92,25,LOW,0,88
2026-05-16,Saturday,2026-05-11,2026-05,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2600,-2600,328596,108000,0,0,45,COMPLIANT,0,,,0,0,77,0.75,3.2,7.1,8002,2,3.2,4.1,6.3,82,74,50,MEDIUM,1,53
2026-05-17,Sunday,2026-05-11,2026-05,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2600,-2600,328596,108000,0,0,45,COMPLIANT,2.2,3,62,2,2,38,0.6,3.3,7.9,5692,2.1,4,3.8,6,85,79,39,MEDIUM,0,71
2026-05-18,Monday,2026-05-18,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,9668,104,9564,2100,-1996,338160,108000,104,0,43,COMPLIANT,0,,,0,0,77,1,4,7.4,9130,2.2,3.5,4.1,5.3,66,79,44,MEDIUM,0,60
2026-05-19,Tuesday,2026-05-18,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2100,-2100,338160,108000,0,0,43,COMPLIANT,3.4,3,67,2,2,33,0.75,4,7.3,4635,1.8,3.2,3.8,5.8,70,84,34,LOW,0,78
2026-05-20,Wednesday,2026-05-18,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,387,-387,2100,-1713,337773,108000,387,0,43,COMPLIANT,4,3,71,2,2,29,1,4.7,7.3,4814,2.1,3.2,2.9,5.5,75,90,28,LOW,0,87
2026-05-21,Thursday,2026-05-18,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2289,-2289,2100,189,335484,108000,2289,0,44,COMPLIANT,4,4,88,5,5,12,1,5.3,6.4,11085,2.1,2.7,3.7,5.8,81,92,24,LOW,0,95
2026-05-22,Friday,2026-05-18,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1068,-1068,2100,-1032,334416,108000,1068,0,45,COMPLIANT,3.6,4,87,4,4,13,1,6,7.4,8739,2.1,3.3,3.4,5.5,89,92,24,LOW,0,94
2026-05-23,Saturday,2026-05-18,2026-05,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,798,-798,2600,-1802,333618,108000,0,798,45,COMPLIANT,1.9,4,80,2,2,21,0.75,6.2,7.2,4786,1.6,3.3,3.2,6.6,89,86,31,LOW,0,84
2026-05-24,Sunday,2026-05-18,2026-05,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,754,-754,2600,-1846,332864,108000,754,0,45,COMPLIANT,3.7,4,84,6,6,16,0.6,4,7.5,4194,2.2,3.9,3.3,6.9,73,84,32,LOW,0,81
2026-05-25,Monday,2026-05-25,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,385,-385,2100,-1715,332479,108000,385,0,45,COMPLIANT,3.5,4,85,6,6,15,0.75,4.5,7.7,8806,1.8,4.3,3,5.3,69,88,28,LOW,0,86
2026-05-26,Tuesday,2026-05-25,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,306,-306,2100,-1794,332173,108000,306,0,46,COMPLIANT,1.4,4,78,6,5,27,0.75,5,7.3,10074,2.2,3.3,3.8,5.7,75,84,34,LOW,0,78
2026-05-27,Wednesday,2026-05-25,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,404,-404,2100,-1696,331769,108000,404,0,46,COMPLIANT,3.7,4,85,6,6,15,0.75,5.5,6.7,5711,1.9,3.7,3.3,5.5,78,87,29,LOW,0,86
2026-05-28,Thursday,2026-05-25,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,183,-183,2100,-1917,331586,108000,183,0,46,COMPLIANT,0,,,0,0,77,0.75,4.3,6.7,10771,2.1,3.7,3.6,5.4,82,75,48,MEDIUM,1,53
2026-05-29,Friday,2026-05-25,2026-05,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,195,-195,2100,-1905,331391,108000,195,0,46,COMPLIANT,0,,,0,0,77,1,5,6.6,9743,2.2,3.7,3.1,4.9,85,80,43,MEDIUM,0,60
2026-05-30,Saturday,2026-05-25,2026-05,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,428,-428,2600,-2172,330963,108000,0,428,46,COMPLIANT,3.1,3,64,3,2,36,0.5,4.5,6.9,6497,2,3.4,3.7,6.2,89,77,41,MEDIUM,0,60
2026-05-31,Sunday,2026-05-25,2026-05,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2244,-2244,2600,-356,328719,108000,459,1785,47,COMPLIANT,1.7,3,64,4,3,38,1,5.3,7.9,4505,1.9,4.2,2.7,5.6,92,87,32,LOW,0,78
2026-06-01,Monday,2026-06-01,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,88000,1219,86781,2100,-881,415500,108000,404,815,21,COMPLIANT,0,,,0,0,77,0.75,4.7,7.1,9110,2.1,3.4,2.8,5.4,49,83,36,LOW,0,53
2026-06-02,Tuesday,2026-06-01,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,22216,-22216,2100,20116,393284,108000,22216,0,42,COMPLIANT,1.3,4,78,3,3,28,0.75,5,6.7,6398,2,3.3,3,5.8,66,86,31,LOW,1,83
2026-06-03,Wednesday,2026-06-01,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,824,-824,2100,-1276,392460,108000,824,0,32,COMPLIANT,1,4,75,2,2,33,0.5,3.3,6.5,6201,2,3.1,3.2,6.1,67,83,33,LOW,0,74
2026-06-04,Thursday,2026-06-01,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2100,-2100,392460,108000,0,0,32,COMPLIANT,0,,,0,0,77,1,4,7.1,11354,2.2,3.3,3,5.6,72,84,37,LOW,0,60
2026-06-05,Friday,2026-06-01,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,5425,-5425,2100,3325,387035,108000,4967,458,45,COMPLIANT,3.4,3,67,2,2,33,0.75,3.2,6.5,8265,1.8,3.6,2.9,6.1,78,85,33,LOW,0,78
2026-06-06,Saturday,2026-06-01,2026-06,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2600,-2600,387035,108000,0,0,35,COMPLIANT,2.6,3,67,4,3,33,1,3.8,7.2,9922,1.7,3.4,3,5.5,86,92,25,LOW,0,79
2026-06-07,Sunday,2026-06-01,2026-06,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,899,-899,2600,-1701,386136,108000,899,0,36,COMPLIANT,2.6,5,98,3,3,5,0.6,2.3,7.7,5379,1.7,3.3,2.8,6.6,89,89,24,LOW,0,87
2026-06-08,Monday,2026-06-08,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1501,-1501,2100,-599,384635,108000,702,799,36,COMPLIANT,0,,,0,0,77,0.75,2.2,7.3,8730,2,4.2,2.6,5.4,66,78,43,MEDIUM,0,53
2026-06-09,Tuesday,2026-06-08,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,667,-667,2100,-1433,383968,108000,667,0,37,COMPLIANT,1.4,3,61,6,5,44,0.75,2.5,7,10837,1.9,4,2.8,4.8,70,85,33,LOW,0,71
2026-06-10,Wednesday,2026-06-08,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,9088,-9088,2100,6988,374880,100000,9088,0,51,COMPLIANT,2.9,4,81,6,5,19,0.5,2.7,6.6,5056,2,3.2,2.9,5.3,74,81,36,LOW,1,72
2026-06-11,Thursday,2026-06-08,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2100,-2100,374880,100000,0,0,41,COMPLIANT,2.7,3,63,5,4,37,0.5,2.2,7.4,4860,1.9,3.1,3.3,6.1,79,79,38,MEDIUM,0,63
2026-06-12,Friday,2026-06-08,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,359,-359,2100,-1741,374521,100000,359,0,42,COMPLIANT,2.3,3,62,4,3,38,0.5,2.3,6.5,9219,1.7,3.4,3.6,5.4,83,79,39,MEDIUM,0,62
2026-06-13,Saturday,2026-06-08,2026-06,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2469,-2469,2600,-131,372052,100000,905,1564,43,COMPLIANT,2.6,4,84,6,6,16,1,3,7.9,10803,1.9,3.6,2.8,6.3,91,92,24,LOW,0,93
