date,day_of_week,week_start,month,is_weekend,user_id,income_inr,total_expenses_inr,essential_expenses_inr,discretionary_expenses_inr,housing_inr,food_inr,transport_inr,utilities_inr,debt_payment_inr,education_inr,healthcare_inr,dining_inr,shopping_inr,entertainment_inr,subscriptions_inr,net_cash_flow_inr,daily_budget_inr,budget_variance_inr,cash_balance_inr,debt_balance_inr,study_subject,study_hours,focus_rating,focus_score,tasks_planned,tasks_completed,study_tool,learning_risk_score,exercise_scheduled,exercise_completed,exercise_minutes,exercise_streak,reading_scheduled,reading_completed,reading_minutes,reading_streak,meditation_scheduled,meditation_completed,meditation_minutes,meditation_streak,sleep_before_11_scheduled,sleep_before_11_completed,sleep_before_11_streak,budget_review_scheduled,budget_review_completed,budget_review_streak,meal_prep_scheduled,meal_prep_completed,meal_prep_streak,habit_completion_rate,average_habit_streak,sleep_hours,steps,water_liters,mood_score,stress_score,screen_time_hours,savings_goal_progress,study_goal_progress,exercise_goal_progress,reading_goal_progress,debt_goal_progress,sleep_goal_progress,overall_goal_progress_score,financial_risk_score,academic_risk_score,behavioral_risk_score,overall_risk_score,compliance_score,risk_level,active_alerts,productivity_score
2025-12-24,Wednesday,2025-12-22,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,97,97,0,0,0,97,0,0,0,0,0,0,0,0,-97,2100,-2003,174060,148000,System Design,3.7,4,81,4,4,Practice problems,19,false,false,0,1,true,false,0,0,true,false,0,0,true,false,0,false,false,16,true,true,4,0.25,3.5,7.2,4686,1.7,3.3,3.3,5.4,1.5,0.6643,0.2,0,0.3333,1,53,50,19,49,40,76,MEDIUM,1,69
2025-12-25,Thursday,2025-12-22,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,180,180,0,0,0,180,0,0,0,0,0,0,0,0,-180,2100,-1920,173880,148000,Mathematics,3.9,4,88,2,2,Practice problems,12,true,true,44,2,true,true,29,1,true,true,10,1,true,true,1,false,false,16,false,false,4,1,4.2,6.9,8061,2.2,3,3.3,5.2,1.5,0.9429,0.4,1.16,0.3333,0.9583,77,50,12,3,25,92,LOW,0,95
2025-12-26,Friday,2025-12-22,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,556,556,0,0,556,0,0,0,0,0,0,0,0,0,-556,2100,-1544,173324,148000,Communication Skills,2.2,3,62,3,2,Video and notes,38,true,true,52,3,true,true,42,2,true,false,0,0,true,false,0,false,false,16,false,false,4,0.5,4.2,6.9,10812,2,3.7,3.6,6.3,1.4959,1.1,0.6,1.5,0.3333,0.9583,82,51,38,38,43,76,MEDIUM,0,60
2025-12-27,Saturday,2025-12-22,2025-12,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,607,0,607,0,0,0,0,0,0,0,607,0,0,0,-607,2600,-1993,172717,148000,Communication Skills,2.1,3,63,6,5,Video and notes,37,true,true,54,4,true,true,30,3,true,false,0,0,true,true,1,false,false,16,false,false,4,0.75,4.7,8,9836,1.7,3.7,2.7,6.3,1.4622,1.25,0.8,1.2,0.3333,1.1111,86,51,37,17,37,82,LOW,0,72
2025-12-28,Sunday,2025-12-22,2025-12,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2150,0,2150,0,0,0,0,0,0,0,1350,0,800,0,-2150,2600,-450,170567,148000,Communication Skills,2.3,4,81,3,3,Video and notes,19,false,false,0,4,true,false,0,0,true,true,9,1,true,true,2,true,true,17,true,true,5,0.8,4.8,8,5134,1.8,3.8,2.9,5.7,1.3427,1.4143,0.8,0,0.3333,1.1111,69,52,19,12,31,86,LOW,0,85
2025-12-29,Monday,2025-12-29,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,419,419,0,0,323,96,0,0,0,0,0,0,0,0,-419,2100,-1681,170148,148000,Mathematics,4,3,69,2,2,Video and notes,31,true,true,31,5,true,true,24,1,true,false,0,0,true,true,3,false,false,17,false,false,5,0.75,5.2,7.3,11443,2,3.3,3.1,4.9,1.3194,0.2857,0.2,0.96,0.3333,1.0139,63,52,31,16,36,83,LOW,0,79
2025-12-30,Tuesday,2025-12-29,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,329,329,0,0,0,329,0,0,0,0,0,0,0,0,-329,2100,-1771,169819,148000,Data Analytics,3.7,4,83,5,5,Video and notes,17,true,true,34,6,true,true,43,2,true,false,0,0,true,false,0,false,false,17,false,false,5,0.5,5,6.5,10198,1.7,3.2,3.3,4.9,1.3012,0.55,0.4,1.5,0.3333,0.9028,70,53,17,34,37,80,LOW,0,77
2025-12-31,Wednesday,2025-12-29,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,375,375,0,0,0,375,0,0,0,0,0,0,0,0,-375,2100,-1725,169444,148000,,0,,,0,0,,62,false,false,0,6,true,true,38,3,true,false,0,0,true,true,1,false,false,17,true,true,6,0.75,5.5,6.6,5803,1.9,3.3,2.9,5.5,1.2803,0.55,0.4,1.5,0.3333,0.9167,70,53,62,16,45,77,MEDIUM,0,53
2026-01-01,Thursday,2025-12-29,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,85000,1119,1119,0,0,998,121,0,0,0,0,0,0,0,0,83881,2100,-981,253325,148000,Communication Skills,2.6,3,63,3,2,Flashcards,37,true,true,31,7,true,false,0,0,true,false,0,0,true,true,2,false,false,17,false,false,6,0.5,5.3,7.7,10801,1.6,4.3,2.3,4.9,1.5,0.7357,0.6,0,0.3333,1.0694,61,21,37,31,29,85,LOW,0,60
2026-01-02,Friday,2025-12-29,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,22375,22375,0,22000,0,375,0,0,0,0,0,0,0,0,-22375,2100,20275,230950,148000,Data Structures,2.1,5,97,4,4,Flashcards,5,true,true,32,8,true,true,26,1,true,false,0,0,true,true,3,false,false,17,false,false,6,0.75,5.8,7.4,10712,2.1,3.4,2.1,5.6,1.5,0.8857,0.8,1.04,0.3333,1.0278,84,42,5,16,24,90,LOW,1,91
2026-01-03,Saturday,2025-12-29,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1300,412,888,0,412,0,0,0,0,0,888,0,0,0,-1300,2600,-1300,229650,148000,,0,,,0,0,,62,true,true,40,9,true,true,32,2,true,false,0,0,true,false,0,false,false,17,false,false,6,0.5,5.7,7.9,10444,2.1,3.6,2.1,7,1.5,0.8857,1,1.28,0.3333,1.0972,87,33,62,35,42,77,MEDIUM,0,45
2026-01-04,Sunday,2025-12-29,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1029,0,1029,0,0,0,0,0,0,0,1029,0,0,0,-1029,2600,-1571,228621,148000,System Design,1.9,4,79,6,5,Video and notes,22,false,false,0,9,true,true,36,3,true,false,0,0,true,true,1,true,true,18,true,false,0,0.6,5.2,8.1,4445,2.2,3.8,2.8,6,1.5,1.0214,1,1.44,0.3333,1.125,89,34,22,25,28,87,LOW,0,74
2026-01-05,Monday,2026-01-05,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,4642,4642,0,0,489,307,3846,0,0,0,0,0,0,0,-4642,2100,2542,223979,148000,Data Analytics,1.2,3,61,5,4,Practice problems,45,true,true,48,10,true,true,30,4,true,true,13,1,true,false,0,false,false,18,false,false,0,0.75,5.5,6.8,10183,1.9,3.4,3.1,5.7,1.5,0.0857,0.2,1.2,0.3333,0.9444,59,46,45,16,37,82,LOW,0,70
2026-01-06,Tuesday,2026-01-05,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,-2100,223979,148000,Database Systems,2.3,4,83,5,5,Flashcards,17,true,true,28,11,true,true,37,5,true,true,11,2,true,true,1,false,false,18,false,false,0,1,6.2,7.6,8277,2,4.4,2.3,6.1,1.5,0.25,0.4,1.48,0.3333,1.0556,66,36,17,3,21,94,LOW,0,92
2026-01-07,Wednesday,2026-01-05,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1494,1494,0,0,436,159,899,0,0,0,0,0,0,0,-1494,2100,-606,222485,148000,,0,,,0,0,,62,false,false,0,11,true,true,38,6,true,true,11,3,true,false,0,false,false,18,true,true,1,0.75,6.5,7,4862,1.7,4.1,2.1,5.5,1.5,0.25,0.4,1.5,0.3333,0.9722,66,37,62,16,39,81,MEDIUM,0,53
2026-01-08,Thursday,2026-01-05,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1031,232,799,0,0,232,0,0,0,0,0,0,0,799,-1031,2100,-1069,221454,148000,Communication Skills,2.4,3,62,2,2,Flashcards,38,true,false,0,0,true,true,25,7,true,true,15,4,true,false,0,false,false,18,false,false,1,0.5,5,7.5,4210,1.6,3.4,2.7,5.4,1.5,0.4214,0.4,1,0.3333,1.0417,69,37,38,31,36,81,LOW,0,68
2026-01-09,Friday,2026-01-05,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1512,1512,0,0,1169,343,0,0,0,0,0,0,0,0,-1512,2100,-588,219942,148000,Data Structures,1.4,5,93,6,6,Flashcards,12,true,false,0,0,true,true,32,8,true,false,0,0,true,true,1,false,false,18,false,false,1,0.5,4.7,7.5,6368,1.7,3.7,2.3,5.2,1.5,0.5214,0.4,1.28,0.3333,1.0417,71,38,12,31,28,86,LOW,0,82
2026-01-10,Saturday,2026-01-05,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,8000,8000,0,0,0,0,0,8000,0,0,0,0,0,0,-8000,2600,5400,211942,140000,,0,,,0,0,,62,true,true,51,1,true,true,45,9,true,false,0,0,true,true,2,false,false,18,false,false,1,0.75,5.2,7.9,11089,2,3.4,3.3,6.2,1.5,0.5214,0.6,1.5,0.4167,1.0972,76,53,62,19,46,76,MEDIUM,0,53
2026-01-11,Sunday,2026-01-05,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1215,371,844,0,371,0,0,0,0,0,844,0,0,0,-1215,2600,-1385,210727,140000,,0,,,0,0,,62,false,false,0,1,true,true,44,10,true,true,15,1,true,true,3,true,true,19,true,true,2,1,6,8.1,7118,2.1,3.9,2.7,6,1.5,0.5214,0.6,1.5,0.4167,1.125,76,43,62,3,38,83,MEDIUM,0,60
2026-01-12,Monday,2026-01-12,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,3068,3068,0,0,1080,216,0,0,1772,0,0,0,0,0,-3068,2100,968,207659,140000,,0,,,0,0,,62,true,false,0,0,true,false,0,0,true,false,0,0,true,true,4,false,false,19,false,false,2,0.25,4.2,7.1,6906,1.5,4.1,3.2,5.2,1.5,0,0,0,0.4167,0.9861,40,45,62,48,51,69,MEDIUM,1,38
2026-01-13,Tuesday,2026-01-12,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1131,1131,0,0,1131,0,0,0,0,0,0,0,0,0,-1131,2100,-969,206528,140000,,0,,,0,0,,62,true,true,41,1,true,true,39,1,true,true,9,1,true,true,5,false,false,19,false,false,2,1,4.8,7.5,8414,2.2,4.3,2.1,5.3,1.5,0,0.2,1.5,0.4167,1.0417,60,45,62,3,38,83,MEDIUM,0,60
2026-01-14,Wednesday,2026-01-12,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,364,364,0,0,0,364,0,0,0,0,0,0,0,0,-364,2100,-1736,206164,140000,,0,,,0,0,,62,false,false,0,1,true,false,0,0,true,true,9,2,true,true,6,false,false,19,true,true,3,0.75,5.2,7.5,5393,1.8,4,2.2,5.2,1.5,0,0.2,0,0.4167,1.0417,44,46,62,16,42,79,MEDIUM,0,53
2026-01-15,Thursday,2026-01-12,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,261,261,0,0,261,0,0,0,0,0,0,0,0,0,-261,2100,-1839,205903,140000,System Design,2.3,3,62,6,5,Video and notes,38,true,true,39,2,true,true,41,1,true,false,0,0,true,false,0,false,false,19,false,false,3,0.5,4.2,6.6,9419,2.1,3.7,2.1,5.7,1.5,0.1643,0.4,1.5,0.4167,0.9167,65,46,38,31,39,79,MEDIUM,0,64
2026-01-16,Friday,2026-01-12,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,523,523,0,0,392,131,0,0,0,0,0,0,0,0,-523,2100,-1577,205380,140000,Data Structures,2.4,4,81,6,5,Practice problems,19,true,true,35,3,true,false,0,0,true,true,10,1,true,true,1,false,false,19,false,false,3,0.75,4.5,7.3,9124,1.7,3.4,2.6,5,1.5,0.3357,0.6,0,0.4167,1.0139,56,46,19,16,30,87,LOW,0,80
2026-01-17,Saturday,2026-01-12,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,-2600,205380,140000,,0,,,0,0,,62,true,false,0,0,true,true,45,1,true,false,0,0,true,true,2,false,false,19,false,false,3,0.5,4.2,7.8,4687,1.9,3.5,2.5,7,1.5,0.3357,0.6,1.5,0.4167,1.0833,73,46,62,35,48,73,MEDIUM,0,45
2026-01-18,Sunday,2026-01-12,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,7569,1594,528,1066,0,528,0,0,0,0,0,0,0,1066,0,5975,2600,-1006,211355,140000,Data Analytics,1.6,4,79,5,4,Video and notes,24,false,false,0,0,true,true,42,2,true,true,18,1,true,true,3,true,true,20,true,false,0,0.8,4.3,7.3,4674,2.1,3.8,2.2,5.6,1.5,0.45,0.6,1.5,0.4167,1.0139,74,45,24,12,29,88,LOW,0,80
2026-01-19,Monday,2026-01-19,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,184,184,0,0,0,184,0,0,0,0,0,0,0,0,-184,2100,-1916,211171,140000,Data Analytics,2.3,4,81,5,5,Video and notes,19,true,true,47,1,true,true,27,3,true,false,0,0,true,true,4,false,false,20,false,false,0,0.75,4.7,6.6,8785,2.1,4,2.2,5.6,1.5,0.1643,0.2,1.08,0.4167,0.9167,62,45,19,16,29,87,LOW,0,84
2026-01-20,Tuesday,2026-01-19,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,806,806,0,0,467,339,0,0,0,0,0,0,0,0,-806,2100,-1294,210365,140000,Database Systems,1.6,3,60,3,2,Practice problems,43,true,true,47,2,true,true,28,4,true,false,0,0,true,false,0,false,false,20,false,false,0,0.5,4.3,6.8,8006,1.6,3.1,3.3,5.1,1.5,0.2786,0.4,1.12,0.4167,0.9444,67,45,43,34,41,77,MEDIUM,0,59
2026-01-21,Wednesday,2026-01-19,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,185,185,0,0,0,185,0,0,0,0,0,0,0,0,-185,2100,-1915,210180,140000,Communication Skills,1.9,4,78,5,4,Flashcards,23,false,false,0,2,true,true,26,5,true,true,13,1,true,false,0,false,false,20,true,false,0,0.5,4.7,7,4124,1.6,3.1,2.5,5.5,1.5,0.4143,0.4,1.04,0.4167,0.9722,70,45,23,31,34,82,LOW,0,70
2026-01-22,Thursday,2026-01-19,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1023,1023,0,0,840,183,0,0,0,0,0,0,0,0,-1023,2100,-1077,209157,140000,System Design,2.6,4,82,2,2,Video and notes,18,true,false,0,0,true,true,26,6,true,true,15,2,true,true,1,false,false,20,false,false,0,0.75,4.8,7.5,4723,1.8,3.4,2.6,5.7,1.5,0.6,0.4,1.04,0.4167,1.0417,74,46,18,16,29,87,LOW,0,84
2026-01-23,Friday,2026-01-19,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,-2100,209157,140000,Mathematics,1.2,3,61,5,4,Video and notes,45,true,true,49,1,true,true,28,7,true,false,0,0,true,true,2,false,false,20,false,false,0,0.75,5,6.8,9963,2.2,3.7,2.7,5.2,1.5,0.6857,0.6,1.12,0.4167,0.9444,77,46,45,16,37,82,LOW,0,70
2026-01-24,Saturday,2026-01-19,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,-2600,209157,140000,,0,,,0,0,,62,true,true,52,2,true,true,39,8,true,true,14,1,true,false,0,false,false,20,false,false,0,0.75,5.2,7.4,8222,2.1,3.8,3.3,5.6,1.5,0.6857,0.8,1.5,0.4167,1.0278,82,46,62,18,43,78,MEDIUM,0,53
2026-01-25,Sunday,2026-01-19,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2093,684,1409,0,684,0,0,0,0,0,1409,0,0,0,-2093,2600,-507,207064,140000,,0,,,0,0,,62,false,false,0,2,true,true,27,9,true,true,12,2,true,false,0,true,true,21,true,true,1,0.8,5.8,7.7,6662,2.2,4.2,3,6.5,1.5,0.6857,0.8,1.08,0.4167,1.0694,82,47,62,14,42,79,MEDIUM,0,54
2026-01-26,Monday,2026-01-26,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1509,1509,0,0,1136,373,0,0,0,0,0,0,0,0,-1509,2100,-591,205555,140000,Data Structures,1.3,4,80,6,5,Video and notes,26,true,true,36,3,true,true,39,10,true,true,9,3,true,true,1,false,false,21,false,false,1,1,6.5,6.8,9945,2.1,3.5,2.3,5.7,1.5,0.0929,0.2,1.5,0.4167,0.9444,61,47,26,3,28,90,LOW,0,87
2026-01-27,Tuesday,2026-01-26,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,374,374,0,0,275,99,0,0,0,0,0,0,0,0,-374,2100,-1726,205181,140000,System Design,3.1,3,64,6,5,Practice problems,36,true,false,0,0,true,false,0,0,true,true,16,4,true,true,2,false,false,21,false,false,1,0.5,4.7,6.6,7256,1.7,3.2,3.1,5.6,1.5,0.3143,0.2,0,0.4167,0.9167,47,48,36,32,40,78,MEDIUM,0,65
2026-01-28,Wednesday,2026-01-26,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,377,377,0,0,0,377,0,0,0,0,0,0,0,0,-377,2100,-1723,204804,140000,,0,,,0,0,,62,false,false,0,0,true,true,32,1,true,false,0,0,true,true,3,false,false,21,true,false,0,0.5,4.2,6.9,5457,1.9,3,3,5.3,1.5,0.3143,0.2,1.28,0.4167,0.9583,65,48,62,31,47,73,MEDIUM,0,45
2026-01-29,Thursday,2026-01-26,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1037,1037,0,0,1037,0,0,0,0,0,0,0,0,0,-1037,2100,-1063,203767,140000,System Design,2.1,4,80,5,4,Video and notes,20,true,true,27,1,true,true,23,2,true,true,13,1,true,false,0,false,false,21,false,false,0,0.75,4.2,6.7,10491,2,3.9,2.9,5.4,1.5,0.4643,0.4,0.92,0.4167,0.9306,69,48,20,16,31,86,LOW,0,79
2026-01-30,Friday,2026-01-26,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,3332,2320,1012,0,0,149,0,0,2171,0,0,1012,0,0,-3332,2100,1232,200435,140000,Mathematics,1.6,3,64,4,3,Flashcards,39,true,true,36,2,true,true,34,3,true,true,12,2,true,true,1,false,false,21,false,false,0,1,4.8,6.5,10531,2.1,3.7,2.5,5.5,1.5,0.5786,0.6,1.36,0.4167,0.9028,75,50,39,3,34,86,LOW,0,78
2026-01-31,Saturday,2026-01-26,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2876,277,2599,0,277,0,0,0,0,0,1139,0,1460,0,-2876,2600,276,197559,140000,,0,,,0,0,,62,true,false,0,0,true,true,23,4,true,true,10,3,true,false,0,false,false,21,false,false,0,0.5,4.7,8,4886,2.1,3.7,2.2,6.9,1.5,0.5786,0.6,0.92,0.4167,1.1111,75,51,62,35,50,72,MEDIUM,0,45
2026-02-01,Sunday,2026-01-26,2026-02,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000,2600,-2600,282559,140000,Database Systems,2.3,5,97,4,4,Practice problems,5,false,false,0,0,true,false,0,0,true,false,0,0,true,true,1,true,true,22,true,true,1,0.6,4,7,5601,2,3.8,2.1,6.7,1.5,0.7429,0.6,0,0.4167,0.9722,62,20,5,28,18,93,LOW,0,87
2026-02-02,Monday,2026-02-02,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,22860,22860,0,22000,466,394,0,0,0,0,0,0,0,0,-22860,2100,20760,259699,140000,,0,,,0,0,,62,true,true,40,1,true,true,33,1,true,false,0,0,true,true,2,false,false,22,false,false,1,0.75,4.5,7.2,8078,2,3.2,2.7,5.1,1.5,0,0.2,1.32,0.4167,1,60,42,62,16,41,79,MEDIUM,1,53
2026-02-03,Tuesday,2026-02-02,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,624,624,0,0,624,0,0,0,0,0,0,0,0,0,-624,2100,-1476,259075,140000,Data Structures,2,4,80,3,3,Video and notes,20,true,true,36,2,true,true,41,2,true,false,0,0,true,true,3,false,false,22,false,false,1,0.75,5,7.2,10657,1.7,4.2,2.9,5.8,1.5,0.1429,0.4,1.5,0.4167,1,66,32,20,16,24,90,LOW,0,84
2026-02-04,Wednesday,2026-02-02,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,336,336,0,0,0,336,0,0,0,0,0,0,0,0,-336,2100,-1764,258739,140000,System Design,2.1,5,97,6,6,Video and notes,5,false,false,0,2,true,true,31,3,true,false,0,0,true,true,4,false,false,22,true,true,2,0.75,5.5,7.6,4075,1.7,3.7,2.3,4.7,1.5,0.2929,0.4,1.24,0.4167,1.0556,68,33,5,16,20,93,LOW,0,91
2026-02-05,Thursday,2026-02-02,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,3594,3594,0,0,0,281,3313,0,0,0,0,0,0,0,-3594,2100,1494,255145,140000,,0,,,0,0,,62,true,true,46,3,true,true,41,4,true,true,16,1,true,false,0,false,false,22,false,false,2,0.75,5.3,6.9,10876,1.8,3.2,2.2,4.7,1.5,0.2929,0.6,1.5,0.4167,0.9583,71,35,62,16,38,81,MEDIUM,0,53
2026-02-06,Friday,2026-02-02,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,169,169,0,0,0,169,0,0,0,0,0,0,0,0,-169,2100,-1931,254976,140000,Data Analytics,1.9,5,97,3,3,Flashcards,5,true,true,44,4,true,true,40,5,true,true,13,2,true,false,0,false,false,22,false,false,2,0.75,5.8,7.7,9665,1.8,4.4,2.1,4.7,1.5,0.4286,0.8,1.5,0.4167,1.0694,77,35,5,16,21,92,LOW,0,91
2026-02-07,Saturday,2026-02-02,2026-02,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2223,899,1324,0,0,0,899,0,0,0,0,0,1324,0,-2223,2600,-377,252753,140000,,0,,,0,0,,62,true,false,0,0,true,true,24,6,true,true,9,3,true,false,0,false,false,22,false,false,2,0.5,5.5,7.6,7044,1.6,3.6,2.4,6.8,1.5,0.4286,0.8,0.96,0.4167,1.0556,77,36,62,34,43,76,MEDIUM,0,45
2026-02-08,Sunday,2026-02-02,2026-02,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,799,0,799,0,0,0,0,0,0,0,0,0,0,799,-799,2600,-1801,251954,140000,,0,,,0,0,,62,false,false,0,0,true,true,45,7,true,false,0,0,true,false,0,true,true,23,true,true,3,0.6,5.5,7.8,6556,2.1,4.5,2.2,6.3,1.5,0.4286,0.8,1.5,0.4167,1.0833,77,36,62,26,41,78,MEDIUM,0,48
2026-02-09,Monday,2026-02-09,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1101,1101,0,0,794,307,0,0,0,0,0,0,0,0,-1101,2100,-999,250853,140000,Mathematics,1.7,4,75,4,3,Practice problems,27,true,false,0,0,true,false,0,0,true,true,18,1,true,false,0,false,false,23,false,false,3,0.25,4.5,6.8,4454,1.7,3.4,2.3,5.1,1.5,0.1214,0,0,0.4167,0.9444,41,37,27,47,37,78,LOW,1,60
2026-02-10,Tuesday,2026-02-09,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,8127,8127,0,0,0,127,0,8000,0,0,0,0,0,0,-8127,2100,6027,242726,132000,Mathematics,3.1,5,100,6,6,Practice problems,5,true,true,48,1,true,true,24,1,true,false,0,0,true,true,1,false,false,23,false,false,3,0.75,4.8,7.6,8961,1.7,4.5,1.9,5.9,1.5,0.3429,0.2,0.96,0.5,1.0556,67,51,5,16,27,88,LOW,0,93
2026-02-11,Wednesday,2026-02-09,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,923,923,0,0,691,232,0,0,0,0,0,0,0,0,-923,2100,-1177,241803,132000,,0,,,0,0,,62,false,false,0,1,true,true,44,2,true,true,13,1,true,false,0,false,false,23,true,true,4,0.75,5.2,7.1,4078,1.8,4,2.8,6.2,1.5,0.3429,0.2,1.5,0.5,0.9861,67,42,62,16,41,79,MEDIUM,0,53
2026-02-12,Thursday,2026-02-09,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,290,290,0,0,0,290,0,0,0,0,0,0,0,0,-290,2100,-1810,241513,132000,,0,,,0,0,,62,true,false,0,0,true,true,36,3,true,true,11,2,true,true,1,false,false,23,false,false,4,0.75,5.5,6.6,7196,1.9,3.2,2.3,5.4,1.5,0.3429,0.2,1.44,0.5,0.9167,66,42,62,16,41,79,MEDIUM,0,53
2026-02-13,Friday,2026-02-09,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,995,995,0,0,700,295,0,0,0,0,0,0,0,0,-995,2100,-1105,240518,132000,Communication Skills,3,4,85,4,4,Video and notes,15,true,true,40,1,true,true,25,4,true,true,11,3,true,true,2,false,false,23,false,false,4,1,6.2,7.5,10215,1.8,3.7,1.7,5.5,1.5,0.5571,0.4,1,0.5,1.0417,74,42,15,3,23,93,LOW,0,93
2026-02-14,Saturday,2026-02-09,2026-02,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1310,755,555,0,755,0,0,0,0,0,555,0,0,0,-1310,2600,-1290,239208,132000,,0,,,0,0,,62,true,true,35,2,true,false,0,0,true,true,18,4,true,true,3,false,false,23,false,false,4,0.75,6,7.5,11342,2.1,4.3,1.9,6.4,1.5,0.5571,0.6,0,0.5,1.0417,61,43,62,17,41,79,MEDIUM,0,53
2026-02-15,Sunday,2026-02-09,2026-02,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1253,0,1253,0,0,0,0,0,0,0,746,0,507,0,-1253,2600,-1347,237955,132000,,0,,,0,0,,62,false,false,0,2,true,false,0,0,true,true,11,5,true,true,4,true,true,24,true,false,0,0.6,5.8,8.1,5985,1.9,4.3,2.3,6.4,1.5,0.5571,0.6,0,0.5,1.125,61,44,62,26,44,76,MEDIUM,0,48
2026-02-16,Monday,2026-02-16,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,102,102,0,0,0,102,0,0,0,0,0,0,0,0,-102,2100,-1998,237853,132000,Mathematics,1.1,4,79,4,4,Video and notes,28,true,true,53,3,true,true,34,1,true,true,9,6,true,true,5,false,false,24,false,false,0,1,6.5,6.8,10818,1.8,4,2.7,5.7,1.5,0.0786,0.2,1.36,0.5,0.9444,62,44,28,3,28,90,LOW,0,91
2026-02-17,Tuesday,2026-02-16,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,229,229,0,0,0,229,0,0,0,0,0,0,0,0,-229,2100,-1871,237624,132000,,0,,,0,0,,62,true,true,45,4,true,true,29,2,true,true,9,7,true,true,6,false,false,24,false,false,0,1,7.2,7.6,8236,2.2,4.1,2.3,5.8,1.5,0.0786,0.4,1.16,0.5,1.0556,66,44,62,3,38,83,MEDIUM,0,60
